"CHLt2pp","Choline transport via proton symport (periplasm)","Transport, Inner Membrane"
"CHLtex","Choline transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CHOLD","Choline dehydrogenase","Unassigned"
"CHORM","Chorismate mutase","Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"BTNtex","Biotin transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CHORS","Chorismate synthase","Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"BTS5","Biotin synthase","Cofactor and Prosthetic Group Biosynthesis"
"EX_no_e","Nitric oxide exchange","Extracellular exchange"
"BUTSO3abcpp","Butanesulfonate transport via ABC system (periplasm)","Transport, Inner Membrane"
"BUTSO3tex","Butanesulfonate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CHRPL","Chorismate pyruvate lyase","Cofactor and Prosthetic Group Biosynthesis"
"CHTBSptspp","Chitobiose transport via PEP:Pyr PTS (periplasm)","Transport, Inner Membrane"
"CHTBStex","Chitobiose transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CINNDO","Cinnamate dioxygenase","Alternate Carbon Metabolism"
"CITL","Citrate lyase","Citric Acid Cycle"
"CITt3pp","Citrate transport out via proton antiport (periplasm)","Transport, Inner Membrane"
"CITt7pp","Citrate transport via succinate antiport (periplasm)","Transport, Inner Membrane"
"BUTtex","Butyrate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"BWCOGDS1","Tungsten bispterin guanine dinucleotide synthase (single GDP)","Cofactor and Prosthetic Group Biosynthesis"
"BWCOGDS2","Tungsten bispterin guanine dinucleotide synthase","Cofactor and Prosthetic Group Biosynthesis"
"BWCOS","Tungsten bispterin cofactor synthase","Cofactor and Prosthetic Group Biosynthesis"
"CA2t3pp","Calcium (Ca+2) transport out via proton antiport (periplasm)","Inorganic Ion Transport and Metabolism"
"CITtex","Citrate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CLIPAabctex","Cold lipid A transport via ABC system (periplasm to extracellular)","Lipopolysaccharide Biosynthesis / Recycling"
"EX_no2_e","Nitrite exchange","Extracellular exchange"
"CLPNH120pp","Cardiolipin hydrolase (periplasm, n-C12:0)","Glycerophospholipid Metabolism"
"CLPNH140pp","Cardiolipin hydrolase (periplasm, n-C14:0)","Glycerophospholipid Metabolism"
"CLPNH141pp","Cardiolipin hydrolase (periplasm, n-C14:1)","Glycerophospholipid Metabolism"
"CA2tex","Calcium (Ca+2) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CADVtpp","Lysine/Cadaverine antiporter (periplasm)","Transport, Inner Membrane"
"CAT","Catalase","Unassigned"
"CAt6pp","Calcium / sodium antiporter (1:1)","Inorganic Ion Transport and Metabolism"
"CLPNH160pp","Cardiolipin hydrolase (periplasm, n-C16:0)","Glycerophospholipid Metabolism"
"EX_no3_e","Nitrate exchange","Extracellular exchange"
"CLPNH161pp","Cardiolipin hydrolase (periplasm, n-C16:1)","Glycerophospholipid Metabolism"
"CLPNH180pp","Cardiolipin hydrolase (periplasm, n-C18:0)","Glycerophospholipid Metabolism"
"CLPNH181pp","Cardiolipin hydrolase (periplasm, n-C18:1)","Glycerophospholipid Metabolism"
"CLPNS120pp","Cardiolipin synthase (periplasmic, n-C12:0)","Glycerophospholipid Metabolism"
"CBIAT","Cobinamide adenyltransferase","Cofactor and Prosthetic Group Biosynthesis"
"CBItonex","Cobinamide transport via ton system (extermal)","Transport, Outer Membrane"
"CBIuabcpp","Cobinamide transport via ABC system (uptake, periplasm)","Transport, Inner Membrane"
"CBL1abcpp","Cob(1)alamin transport via ABC system (periplasm)","Transport, Inner Membrane"
"CBL1tonex","Cob(1)alamin transport via ton system (extermal)","Transport, Outer Membrane"
"CBLAT","Cob(I)alamin adenosyltransferase","Cofactor and Prosthetic Group Biosynthesis"
"CBMD","Carbamate deaminase","Nucleotide Salvage Pathway"
"CLPNS140pp","Cardiolipin synthase (periplasmic, n-C14:0)","Glycerophospholipid Metabolism"
"CLPNS141pp","Cardiolipin synthase (periplasmic, n-C14:1)","Glycerophospholipid Metabolism"
"CLPNS160pp","Cardiolipin synthase (periplasmic, n-C16:0)","Glycerophospholipid Metabolism"
"CLPNS161pp","Cardiolipin synthase (periplasmic, n-C16:1)","Glycerophospholipid Metabolism"
"CLPNS180pp","Cardiolipin synthase (periplasmic, n-C18:0)","Glycerophospholipid Metabolism"
"CBMKr","Carbamate kinase","Unassigned"
"CBPS","Carbamoyl-phosphate synthase (glutamine-hydrolysing)","Arginine and Proline Metabolism"
"CCGS","7-cyano-7-carbaguanine synthase","Cofactor and Prosthetic Group Biosynthesis"
"CLPNS181pp","Cardiolipin synthase (periplasmic, n-C18:1)","Glycerophospholipid Metabolism"
"CLt3_2pp","Chloride transport out via proton antiport (2:1) (periplasm)","Inorganic Ion Transport and Metabolism"
"EX_novbcn_e","Novobiocin exchange","Extracellular exchange"
"CLtex","Chloride (Cl-1) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CMPN","CMP nucleosidase","Nucleotide Salvage Pathway"
"CD2abcpp","Cadmium (Cd+2) ABC transporter (periplasm)","Inorganic Ion Transport and Metabolism"
"CD2t3pp","Cadmium (Cd+2) transport out via proton antiport (periplasm)","Inorganic Ion Transport and Metabolism"
"CD2tex","Cadmium (Cd+2) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CD2tpp","Cadmium (+2) transport in via permease (no H+)","Inorganic Ion Transport and Metabolism"
"CMPtex","CMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CMtex","Chloramphenicol transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CDAPPA120","CDP-Diacylglycerol pyrophostatase (n-C12:0)","Glycerophospholipid Metabolism"
"CMtpp","Chloramphenicol transport via TolC system","Transport, Outer Membrane"
"EX_o16a4colipa_e","(O16 antigen)x4 core oligosaccharide lipid A exchange","Extracellular exchange"
"CO2tex","CO2 transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CDAPPA140","CDP-Diacylglycerol pyrophostatase (n-C14:0)","Glycerophospholipid Metabolism"
"CDAPPA141","CDP-Diacylglycerol pyrophostatase (n-C14:1)","Glycerophospholipid Metabolism"
"CDAPPA160","CDP-Diacylglycerol pyrophostatase (n-C16:0)","Glycerophospholipid Metabolism"
"CO2tpp","CO2 transporter via diffusion (periplasm)","Transport, Inner Membrane"
"COBALT2abcpp","Cobalt (Co+2) ABC transporter (periplasm)","Inorganic Ion Transport and Metabolism"
"COBALT2t3pp","Cobalt (Co+2) transport out via proton antiport (periplasm)","Inorganic Ion Transport and Metabolism"
"COBALT2tex","Cobalt (Co+2) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CDAPPA161","CDP-Diacylglycerol pyrophostatase (n-C16:1)","Glycerophospholipid Metabolism"
"CDAPPA180","CDP-Diacylglycerol pyrophostatase (n-C18:0)","Glycerophospholipid Metabolism"
"CDAPPA181","CDP-Diacylglycerol pyrophostatase (n-C18:1)","Glycerophospholipid Metabolism"
"CDGR","7-cyano-7-deazaguanine reductase","Cofactor and Prosthetic Group Biosynthesis"
"CDGS","7-deaza-7-carboxyguanine synthase","Cofactor and Prosthetic Group Biosynthesis"
"CDPMEK","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","Cofactor and Prosthetic Group Biosynthesis"
"COBALT2tpp","Cobalt transport in via permease (no H+)","Inorganic Ion Transport and Metabolism"
"COLIPAKpp","Lipid A core kinase (periplasm)","Lipopolysaccharide Biosynthesis / Recycling"
"COLIPAPabctex","Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)","Lipopolysaccharide Biosynthesis / Recycling"
"CFAS160E","Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)","Glycerophospholipid Metabolism"
"EX_o2_e","O2 exchange","Extracellular exchange"
"CFAS160G","Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)","Glycerophospholipid Metabolism"
"CFAS180E","Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)","Glycerophospholipid Metabolism"
"CFAS180G","Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)","Glycerophospholipid Metabolism"
"COLIPAabcpp","Core oligosaccharide lipid A transport via ABC system (periplasm)","Lipopolysaccharide Biosynthesis / Recycling"
"COLIPAabctex","Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)","Lipopolysaccharide Biosynthesis / Recycling"
"CPGNR1","Coprogen(Fe(III)) reductase","Inorganic Ion Transport and Metabolism"
"CPGNR2","Coprogen(Fe(III)) reductase","Inorganic Ion Transport and Metabolism"
"CPGNR3","Coprogen(Fe(III)) reductase","Inorganic Ion Transport and Metabolism"
"CPGNUtex","Coprogen unloaded secretion (extracellular)","Inorganic Ion Transport and Metabolism"
"CPGNexs","Coprogen Fe-loading reaction (spontaneaous)","Inorganic Ion Transport and Metabolism"
"EX_o2s_e","Superoxide anion exchange","Extracellular exchange"
"CPGNtonex","Coprogen transport via ton system (extracellular)","Transport, Outer Membrane"
"CPH4S","6-carboxy-5,6,7,8-tetrahydropterin synthase","Cofactor and Prosthetic Group Biosynthesis"
"CPGNUtpp","Coprogen unloaded secretion","Inorganic Ion Transport and Metabolism"
"CPGNabcpp","Coprogen transport via ABC system (periplasm)","Transport, Inner Membrane"
"CPMPS","Cyclic pyranopterin monophosphate synthase","Cofactor and Prosthetic Group Biosynthesis"
"CYTDt2pp_copy2","Cytidine transport in via proton symport (periplasm)","Transport; Inner Membrane"
"CYTBO3_4pp","Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)","Oxidative Phosphorylation"
"CPPPGO","Coproporphyrinogen oxidase (O2 required)","Cofactor and Prosthetic Group Biosynthesis"
"CPPPGO2","Oxygen Independent coproporphyrinogen-III oxidase","Cofactor and Prosthetic Group Biosynthesis"
"CRNBTCT","Gamma-butyrobetainyl-CoA: carnitine CoA transferase","Oxidative Phosphorylation"
"CRNCAL2","Carnitine-CoA Ligase","Oxidative Phosphorylation"
"CRNCAR","Carnitine-CoA racemase","Oxidative Phosphorylation"
"CYTD","Cytidine deaminase","Nucleotide Salvage Pathway"
"CYTDH","Cytidine hydrolase","Alternate Carbon Metabolism"
"CYTDK2","Cytidine kinase (GTP)","Nucleotide Salvage Pathway"
"CRNCBCT","Crotonobetainyl-CoA: carnitine CoA transferase","Oxidative Phosphorylation"
"CRNCDH","Carnityl-CoA dehydratse","Oxidative Phosphorylation"
"CYTDt2pp_copy1","Cytidine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"CYTDtex","Cytidine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"EX_ocdca_e","Octadecanoate (n-C18:0) exchange","Extracellular exchange"
"CYTK1","Cytidylate kinase (CMP)","Nucleotide Salvage Pathway"
"CRNDCAL2","D-Carnitine-CoA Ligase","Oxidative Phosphorylation"
"CRNDabcpp","D-carnitine transport via ABC system (periplasm)","Transport, Inner Membrane"
"CRNDt2rpp","D-carnitine outward transport (H+ antiport)","Transport, Inner Membrane"
"CRNDtex","D-carnitine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CYTK2","Cytidylate kinase (dCMP)","Nucleotide Salvage Pathway"
"D_LACt2pp","D-lactate transport via proton symport (periplasm)","Transport, Inner Membrane"
"CRNabcpp","L-carnitine transport via ABC system (periplasm)","Transport, Inner Membrane"
"D_LACtex","D-lactate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CRNt2rpp","L-carnitine outward transport (H+ antiport)","Transport, Inner Membrane"
"DHAD1","Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)","Valine, Leucine, and Isoleucine Metabolism"
"CRNt7pp","Carnitine/butyrobetaine antiporter (periplasm)","Transport, Inner Membrane"
"CRNt8pp","L-carnitine/D-carnitine antiporter (periplasm)","Transport, Inner Membrane"
"CRNtex","L-carnitine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CS","Citrate synthase","Citric Acid Cycle"
"DAAD","D-Amino acid dehydrogenase","Alanine and Aspartate Metabolism"
"DADA","Deoxyadenosine deaminase","Nucleotide Salvage Pathway"
"DADK_copy1","Deoxyadenylate kinase","Nucleotide Salvage Pathway"
"DADNt2pp","Deoxyadenosine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"DADNtex","Deoxyadenosine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane"
"DAGK120","Diacylglycerol kinase (n-C12:0)","Glycerophospholipid Metabolism"
"DAGK140","Diacylglycerol kinase (n-C14:0)","Glycerophospholipid Metabolism"
"DAGK141","Diacylglycerol kinase (n-C14:1)","Glycerophospholipid Metabolism"
"DAGK160","Diacylglycerol kinase (n-C16:0)","Glycerophospholipid Metabolism"
"DAGK161","Diacylglycerol kinase (n-C16:1)","Glycerophospholipid Metabolism"
"DAGK180","Diacylglycerol kinase (n-C18:0)","Glycerophospholipid Metabolism"
"CSND","Cytosine deaminase","Nucleotide Salvage Pathway"
"CSNt2pp","Cytosine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"CSNtex","Cytosine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CTBTCAL2","Crotonobetaine-CoA Ligase","Oxidative Phosphorylation"
"CTBTabcpp","Crotonobetaine transport via ABC system (periplasm)","Transport, Inner Membrane"
"CTBTt2rpp","Cronobetaine outward transport (H+ antiport)","Transport, Inner Membrane"
"CTECOAI6_copy1","3-cis-2-trans-enoyl-CoA isomerase","Membrane Lipid Metabolism"
"CTECOAI7_copy1","3-cis-2-trans-enoyl-CoA isomerase","Membrane Lipid Metabolism"
"CTECOAI8_copy1","3-cis-2-trans-enoyl-CoA isomerase","Membrane Lipid Metabolism"
"DAGK181","Diacylglycerol kinase (n-C18:1)","Glycerophospholipid Metabolism"
"DALAt2pp","D-alanine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"DALAtex","D-Alanine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DAMPtex","DAMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DAPAL","2,3-diaminopropionate amonnia lyase","Alternate Carbon Metabolism"
"CTPS2","CTP synthase (glutamine)","Purine and Pyrimidine Biosynthesis"
"CU1Opp","Cuprous Oxidase (Cu+1)","Inorganic Ion Transport and Metabolism"
"DHAD2","Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)","Valine, Leucine, and Isoleucine Metabolism"
"CU1abcpp","Copper (Cu +1) ABC transporter (periplasm)","Inorganic Ion Transport and Metabolism"
"CU2abcpp","Copper (Cu+2) ABC transporter (periplasm)","Inorganic Ion Transport and Metabolism"
"DAPDC","Diaminopimelate decarboxylase","Threonine and Lysine Metabolism"
"DAPE","Diaminopimelate epimerase","Threonine and Lysine Metabolism"
"DAPabcpp","M-diaminopimelic acid ABC transport (periplasm)","Transport, Inner Membrane"
"DAPtex","1,5-Diaminopentane transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CU2tex","Copper (Cu+2) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CU2tpp","Copper transport in via permease (no H+)","Inorganic Ion Transport and Metabolism"
"CUt3","Copper transport out via proton antiport","Transport, Outer Membrane"
"CUtex","Copper (Cu+1) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DASYN120","CDP-diacylglycerol synthetase (n-C12:0)","Glycerophospholipid Metabolism"
"DASYN140","CDP-diacylglycerol synthetase (n-C14:0)","Glycerophospholipid Metabolism"
"DASYN141","CDP-diacylglycerol synthetase (n-C14:1)","Glycerophospholipid Metabolism"
"DASYN160","CDP-diacylglycerol synthetase (n-C16:0)","Glycerophospholipid Metabolism"
"CYANST","Cyanide sulfurtransferase","Unassigned"
"CYANSTpp","Cyanide sulfurtransferase (periplasmic)","Inorganic Ion Transport and Metabolism"
"DHAPT","Dihydroxyacetone phosphotransferase","Alternate Carbon Metabolism"
"CYANtex","Cyanide transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CYNTAH","Cyanate aminohydrolase","Nitrogen Metabolism"
"CYNTt2pp","Cyanate transport via proton symport (periplasm)","Transport, Inner Membrane"
"DASYN161","CDP-diacylglycerol synthetase (n-C16:1)","Glycerophospholipid Metabolism"
"DASYN180","CDP-diacylglycerol synthetase (n-C18:0)","Glycerophospholipid Metabolism"
"DASYN181","CDP-diacylglycerol synthetase (n-C18:1)","Glycerophospholipid Metabolism"
"DATPHs","DATP amine hydrolysis (spontaneous)","Nucleotide Salvage Pathway"
"DB4PS","3,4-Dihydroxy-2-butanone-4-phosphate synthase","Cofactor and Prosthetic Group Biosynthesis"
"CYNTtex","Cyanate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CYSDDS","D-cysteine desulfhydrase","Cysteine Metabolism"
"DBTS","Dethiobiotin synthase","Cofactor and Prosthetic Group Biosynthesis"
"CYSDS","Cysteine Desulfhydrase","Cysteine Metabolism"
"DC6PH","Diacetylchitobiose-6-phosphate hydrolase","Alternate Carbon Metabolism"
"DHAtex","Dihydroxyacetone transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DCAtex","Decanoate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CYSDabcpp","D-cysteine uptake via ABC system (periplasm)","Transport, Inner Membrane"
"CYSDtex","D-cysteine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"CYSS","Cysteine synthase","Cysteine Metabolism"
"DCMPtex","DCMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DCTPD","DCTP deaminase","Nucleotide Salvage Pathway"
"CYSSADS","L-cysteine sulfinic acid desulfurase","Cysteine Metabolism"
"DCYTD","Deoxycytidine deaminase","Nucleotide Salvage Pathway"
"DCYTt2pp","Deoxycytidine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"DCYTtex","Deoxycytidine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane"
"CYSTL","Cystathionine b-lyase","Methionine Metabolism"
"CYSTRS","Cysteinyl-tRNA synthetase","tRNA Charging"
"CYSabc2pp","L-cysteine export via ABC system (cytoplasm to periplasm)","Transport, Inner Membrane"
"CYSabcpp","L-cysteine uptake via ABC system (periplasm)","Transport, Inner Membrane"
"CYStex","L-cysteine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DDCAtexi","Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)","Transport, Outer Membrane"
"DDGALK","2-dehydro-3-deoxygalactonokinase","Alternate Carbon Metabolism"
"DHAtpp","Dihydroxyacetone transport via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"DDGLCNt2rpp","2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)","Transport, Inner Membrane"
"CYStpp","L-cysteine export via facilitated transport","Transport, Inner Membrane"
"CYTBD2pp","Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)","Oxidative Phosphorylation"
"CYTBDpp","Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)","Oxidative Phosphorylation"
"DDGLCNtex","2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DDGLK","2-dehydro-3-deoxygluconokinase","Alternate Carbon Metabolism"
"DHBD","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase","Cofactor and Prosthetic Group Biosynthesis"
"DDPA","3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase","Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"DDPGALA","2-dehydro-3-deoxy-6-phosphogalactonate aldolase","Alternate Carbon Metabolism"
"DGK1","Deoxyguanylate kinase (dGMP:ATP)","Nucleotide Salvage Pathway"
"DHACOAH","2,3-dehydroadipyl-CoA hydratase","Alternate Carbon Metabolism"
"DSBDR","DsbD reductase","Unassigned"
"DGMPtex","DGMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DSBGGT","DsbG:glutathione thiotransferase","Unassigned"
"DHBS","2,3-dihydroxybenzoate adenylate synthase","Cofactor and Prosthetic Group Biosynthesis"
"DSERDHr","D-serine dehydrogenase","Glycine and Serine Metabolism"
"DSERt2pp","D-serine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"DSERtex","D-serine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DGSNt2pp","Deoxyguanosine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"DGSNtex","Deoxyguanosine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DTARTD","D(-)-tartrate dehydratase","Alternate Carbon Metabolism"
"DHBSH","2,3-dihydroxybenzoylserine hydrolase","Cofactor and Prosthetic Group Biosynthesis"
"DTMPK","DTMP kinase","Nucleotide Salvage Pathway"
"DTMPtex","DTMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DUMPtex","DUMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"EDTXS4","Endotoxin Synthesis (myristoyl transferase)","Lipopolysaccharide Biosynthesis / Recycling"
"DHCIND","2,3-dihydroxycinnamate dehydrogenase","Alternate Carbon Metabolism"
"DURADx","Dihydrouracil dehydrogenase (NAD)","Nucleotide Salvage Pathway"
"EGMEACPR","Enoylglutaryl-[ACP] methyl ester reductase","Cofactor and Prosthetic Group Biosynthesis"
"DURIK1","Deoxyuridine kinase (ATP:Deoxyuridine)","Nucleotide Salvage Pathway"
"DHCINDO","2,3-dihydroxycinnamate 1,2-dioxygenase","Alternate Carbon Metabolism"
"DURIPP","Deoxyuridine phosphorylase","Nucleotide Salvage Pathway"
"ENLIPAabctex","Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular)","Lipopolysaccharide Biosynthesis / Recycling"
"DURIt2pp","Deoxyuridine transport in via proton symport (periplasm)","Transport, Inner Membrane"
"ENO","Enolase","Glycolysis/Gluconeogenesis"
"DHDPRy","Dihydrodipicolinate reductase (NADPH)","Threonine and Lysine Metabolism"
"DURItex","Deoxyuridine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane"
"DUTPDP","DUTP diphosphatase","Nucleotide Salvage Pathway"
"DXPRIi","1-deoxy-D-xylulose reductoisomerase","Cofactor and Prosthetic Group Biosynthesis"
"DHDPS","Dihydrodipicolinate synthase","Threonine and Lysine Metabolism"
"DXPS","1-deoxy-D-xylulose 5-phosphate synthase","Cofactor and Prosthetic Group Biosynthesis"
"DXYLK","1-Deoxy-D-xylulose kinase","Cofactor and Prosthetic Group Biosynthesis"
"ENTCS","Enterochelin synthase","Cofactor and Prosthetic Group Biosynthesis"
"ENTERES","Enterochelin Esterase","Inorganic Ion Transport and Metabolism"
"E4PD","Erythrose 4-phosphate dehydrogenase","Cofactor and Prosthetic Group Biosynthesis"
"ENTERES2","Enterochelin Esterase (Fe containing)","Inorganic Ion Transport and Metabolism"
"EAR100x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)","Cell Envelope Biosynthesis"
"EPMEACPR","Enoylpimeloyl-[ACP] methyl ester reductase","Cofactor and Prosthetic Group Biosynthesis"
"EAR100y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)","Cell Envelope Biosynthesis"
"ETHAAL","Ethanolamine ammonia-lyase","Cell Envelope Biosynthesis"
"DHFR","Dihydrofolate reductase","Cofactor and Prosthetic Group Biosynthesis"
"ETHAt2pp","Ethanolamine transport in via proton symport","Transport, Inner Membrane"
"ETHAtex","Ethanolamine transport via diffusion (extracellular)","Transport, Outer Membrane Porin"
"ETHSO3abcpp","Ethanesulfonate transport via ABC system (periplasm)","Transport, Inner Membrane"
"ETHSO3tex","Ethanesulfonate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"EAR120x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)","Cell Envelope Biosynthesis"
"EAR120y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)","Cell Envelope Biosynthesis"
"EAR121x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)","Cell Envelope Biosynthesis"
"EAR121y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)","Cell Envelope Biosynthesis"
"EAR140x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)","Cell Envelope Biosynthesis"
"EAR140y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)","Cell Envelope Biosynthesis"
"EAR141x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)","Cell Envelope Biosynthesis"
"EAR141y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)","Cell Envelope Biosynthesis"
"EAR160x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)","Cell Envelope Biosynthesis"
"ETOHtex","Ethanol transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"ETOHtrpp","Ethanol reversible transport via diffusion (periplasm)","Transport, Inner Membrane"
"F6PA","Fructose 6-phosphate aldolase","Glycolysis/Gluconeogenesis"
"F6PP","D-fructose 6-phosphate phosphatase","Alternate Carbon Metabolism"
"F6Pt6_2pp","Fructose-6-phosphate transport via phosphate antiport (periplasm)","Transport, Inner Membrane"
"EAR160y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)","Cell Envelope Biosynthesis"
"EAR161x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)","Cell Envelope Biosynthesis"
"EAR161y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)","Cell Envelope Biosynthesis"
"F6Ptex","Fructose 6-phosphate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"DHFS","Dihydrofolate synthase","Cofactor and Prosthetic Group Biosynthesis"
"FA100ACPHi","Fatty-acyl-ACP hydrolase","Cell Envelope Biosynthesis"
"FA120ACPHi","Fatty-acyl-ACP hydrolase","Cell Envelope Biosynthesis"
"EAR180x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)","Cell Envelope Biosynthesis"
"EAR180y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)","Cell Envelope Biosynthesis"
"EAR181x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)","Cell Envelope Biosynthesis"
"FA140ACPHi","Fatty-acyl-ACP hydrolase","Cell Envelope Biosynthesis"
"EAR181y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)","Cell Envelope Biosynthesis"
"FA141ACPHi","Fatty-acyl-ACP hydrolase","Cell Envelope Biosynthesis"
"EAR40x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)","Cell Envelope Biosynthesis"
"DHMPTR","Dihydromonapterin reductase","Cofactor and Prosthetic Group Biosynthesis"
"EAR40y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)","Cell Envelope Biosynthesis"
"EAR60x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)","Cell Envelope Biosynthesis"
"EAR60y","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)","Cell Envelope Biosynthesis"
"EAR80x","Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)","Cell Envelope Biosynthesis"
"FA160ACPHi","Fatty-acyl-ACP hydrolase","Cell Envelope Biosynthesis"
"FA161ACPHi","Fatty-acyl-ACP hydrolase","Cell Envelope Biosynthesis"
"FA80ACPHi","Fatty-acyl-ACP hydrolase","Cell Envelope Biosynthesis"
